file1,start1,end1,file2,start2,end2,classification,notes
7727999_0_90_120.java,1,31,jhotdraw-7.5.1/jhotdraw_7.5.1/Source/jhotdraw7/src/main/java/org/jhotdraw/gui/VerticalGridLayout.java,74,100,EX,SO says the solution is based on original GridLayout code. qualitas code is another variant of GridLayout
7727999_0_90_120.java,1,31,jhotdraw-7.5.1/jhotdraw_7.5.1/Source/jhotdraw7/src/main/java/org/jhotdraw/gui/VerticalGridLayout.java,102,128,EX,SO says the solution is based on original GridLayout code. qualitas code is another variant of GridLayout
8199584_0_44_67.java,1,24,netbeans-6.9.1-201007282301/lib.profiler.ui/src/org/netbeans/lib/profiler/ui/components/EqualFlowLayout.java,48,68,EX,SO solution is based on the original FlowLayout implementation. qualitas code also claims to be an extension of the original FlowLayout
8199584_0_44_67.java,1,24,netbeans-6.9.1-201007282301/lib.profiler.ui/src/org/netbeans/lib/profiler/ui/components/EqualFlowLayout.java,69,90,EX,SO solution is based on the original FlowLayout implementation. qualitas code also claims to be an extension of the original FlowLayout
8199584_0_44_67.java,1,24,netbeans-6.9.1-201007282301/mercurial/src/org/netbeans/modules/mercurial/ui/diff/VerticalFlowLayout.java,16,33,EX,SO solution is based on the original FlowLayout implementation. qualitas code also claims to be an extension of the original FlowLayout
8199584_0_44_67.java,1,24,netbeans-6.9.1-201007282301/openide.awt/src/org/openide/awt/EqualFlowLayout.java,29,50,EX,SO solution is based on the original FlowLayout implementation. qualitas code also claims to be an extension of the original FlowLayout
8199584_0_44_67.java,1,24,netbeans-6.9.1-201007282301/openide.awt/src/org/openide/awt/EqualFlowLayout.java,51,71,EX,SO solution is based on the original FlowLayout implementation. qualitas code also claims to be an extension of the original FlowLayout
8199584_0_68_91.java,1,24,netbeans-6.9.1-201007282301/lib.profiler.ui/src/org/netbeans/lib/profiler/ui/components/EqualFlowLayout.java,48,68,EX,SO solution is based on the original FlowLayout implementation. qualitas code also claims to be an extension of the original FlowLayout
8199584_0_68_91.java,1,24,netbeans-6.9.1-201007282301/lib.profiler.ui/src/org/netbeans/lib/profiler/ui/components/EqualFlowLayout.java,69,90,EX,SO solution is based on the original FlowLayout implementation. qualitas code also claims to be an extension of the original FlowLayout
8199584_0_68_91.java,1,24,netbeans-6.9.1-201007282301/mercurial/src/org/netbeans/modules/mercurial/ui/diff/VerticalFlowLayout.java,34,51,EX,SO solution is based on the original FlowLayout implementation. qualitas code also claims to be an extension of the original FlowLayout
8199584_0_68_91.java,1,24,netbeans-6.9.1-201007282301/openide.awt/src/org/openide/awt/EqualFlowLayout.java,29,50,EX,SO solution is based on the original FlowLayout implementation. qualitas code also claims to be an extension of the original FlowLayout
8199584_0_68_91.java,1,24,netbeans-6.9.1-201007282301/openide.awt/src/org/openide/awt/EqualFlowLayout.java,51,71,EX,SO solution is based on the original FlowLayout implementation. qualitas code also claims to be an extension of the original FlowLayout
853062_0_1_10.java,1,10,jstock-1.0.7c/jstock/src/org/yccheok/jstock/gui/JTableUtilities.java,173,182,EX,"cloned code, even comments are the same. SO poists origin to web, web points to book."
853062_0_1_10.java,1,10,weka-3-7-9/main/java/weka/gui/JTableHelper.java,134,143,EX,"cloned code, even comments are the same. SO poists origin to web, web points to book."
8580765_0_1_12.java,1,12,netbeans-6.9.1-201007282301/cnd.repository/src/org/netbeans/modules/cnd/repository/util/LongHashMap.java,156,168,EX,SO posts code from original HashMap. qualitas is also based on HashMap
8580765_0_1_12.java,1,12,netbeans-6.9.1-201007282301/parsing.api/src/org/netbeans/modules/parsing/impl/indexing/LongHashMap.java,156,168,EX,SO posts code from original HashMap. qualitas is also based on HashMap
8580765_0_1_12.java,1,12,Vuze_4812_source/org/gudy/azureus2/core3/util/ByteArrayHashMap.java,143,154,EX,SO posts code from original HashMap. qualitas is also based on HashMap
8713017_0_1_12.java,1,12,hadoop-1/hadoop-1.0.0/src/core/org/apache/hadoop/io/file/tfile/SimpleBufferedOutputStream.java,26,37,EX,SO posts from original BufferedWriter. qualitas code is a simplified version of this class
8753200_0_1_14.java,1,14,apache-tomcat-7.0.2/apache-tomcat-7.0.2-src/java/org/apache/tomcat/util/http/fileupload/servlet/ServletFileUpload.java,12,25,EX,SO answer says the code is from Apache Commons FileUpload API (this one? commons-fileupload/src/main/java/org/apache/commons/fileupload/servlet/ServletFileUpload.java).
8753200_0_1_14.java,1,14,mvnforum-1.2.2-mvnad-1.0.1/mvnforum-1.2.2-mvnad-1.0.1-src-20100817/myvietnam/src/net/myvietnam/mvncore/web/fileupload/FileUploadBase.java,23,35,EX,ONE-SIDED SO posts code from tomcat. no evidence on qualitas code
9054989_0_1_15.java,1,15,netbeans-6.9.1-201007282301/cnd.repository/src/org/netbeans/modules/cnd/repository/util/LongHashMap.java,68,82,EX,SO posts code from original HashMap implementation. qualitas code is also based on HashMap
9054989_0_1_15.java,1,15,netbeans-6.9.1-201007282301/parsing.api/src/org/netbeans/modules/parsing/impl/indexing/LongHashMap.java,68,82,EX,SO posts code from original HashMap implementation. qualitas code is also based on HashMap
9054989_1_1_16.java,1,16,hibernate-release-4/hibernate-release-4.2.2.Final/project/hibernate-core/src/main/java/org/hibernate/internal/util/collections/ConcurrentReferenceHashMap.java,233,248,EX,SO posts code from original HashMap implementation. qualitas code is also based on HashMap
10289462_0_4_23.java,1,20,eclipse_SDK/eclipse_SDK-4.3/src/src/org/apache/jasper/runtime/JspRuntimeLibrary.java,260,279,EX,SO code is from tomcat. Eclipse copied class from tomcat to Eclipse
10289462_0_4_23.java,1,20,struts2-2.2.1-all/struts-2.2.1/src/plugins/embeddedjsp/src/main/java/org/apache/struts2/jasper/runtime/JspRuntimeLibrary.java,255,274,EX,SO code is from tomcat. struts copied class from tomcat to struts
10315932_0_1_11.java,1,11,netbeans-6.9.1-201007282301/openide.explorer/src/org/openide/explorer/view/OutlineView.java,934,944,EX,original old Sun code. copied to netbeans
11187462_0_63_75.java,1,13,c-jdbc-2/c-jdbc-2.0.2-src/src/org/objectweb/cjdbc/common/util/LoggingOutputStream.java,53,65,EX,"SO copy and pastes from log4j and modifies to find solution. jdbc code is from the same author as log4j, likely clones."
12427981_1_17_32.java,1,16,c-jdbc-2/c-jdbc-2.0.2-src/src/org/objectweb/cjdbc/common/util/LoggingOutputStream.java,36,51,EX,(by Jens) have an evidence that I comes from https://svn.apache.org/repos/asf/logging/log4j/trunk/contribs/JimMoore/LoggingOutputStream.java
12879764_0_25_40.java,1,16,iReport-3/iReport-3.7.5-src/jasperreports-components/src/com/jaspersoft/ireport/components/spiderchart/SpiderChartIcon.java,93,108,EX,ONE-SIDED SO says he copied code from a book and modified.
15260207_0_111_128.java,1,18,freemind-src-0/freemind/accessories/plugins/dialogs/ArrayListTransferHandler.java,56,73,EX,both SO answer and qualitas code say they adapted the code from Sun tutorials
19856538_0_21_50.java,1,30,eclipse_SDK/eclipse_SDK-4.3/src/src/org/eclipse/pde/internal/core/util/PropertiesUtil.java,64,93,EX,ONE-SIDED SO copies code from original Java class implementation. Eclipse says it's copied from another class in Eclipse.
19856538_0_21_50.java,1,30,netbeans-6.9.1-201007282301/mobility.midpexamples/LocalizationDemo/src/l10ndemo/LocalizationSupport.java,189,218,EX,ONE-SIDED SO copies code from original Java class implementation. no evidence on where it comes from in netbeans
19856538_0_21_50.java,1,30,netbeans-6.9.1-201007282301/properties/src/org/netbeans/modules/properties/UtilConvert.java,58,87,EX,ONE-SIDED SO copies code from original Java class implementation. no evidence on where it comes from in netbeans
19856538_0_21_52.java,1,32,pooka_080505/net/suberic/util/FileVariableBundle.java,157,188,EX,both SO and qualitas copies code from original Java class implementation. ripped directly from java.util.Properties; hope they don't mind.
19856538_0_22_31.java,1,10,eclipse_SDK/eclipse_SDK-4.3/src/src/org/eclipse/jdt/internal/ui/compare/PropertiesStructureCreator.java,218,227,EX,ONE-SIDED SO code comes from Java's Properties class.
19856538_0_22_31.java,1,10,eclipse_SDK/eclipse_SDK-4.3/src/src/org/eclipse/pde/internal/core/util/PropertiesUtil.java,65,74,EX,ONE-SIDED SO code comes from Java's Properties class.
19856538_0_22_31.java,1,10,eclipse_SDK/eclipse_SDK-4.3/src/src/org/eclipse/pde/internal/ui/nls/StringHelper.java,91,100,EX,ONE-SIDED SO code comes from Java's Properties class.
19856538_0_22_31.java,1,10,netbeans-6.9.1-201007282301/lexer/src/org/netbeans/lib/lexer/UnicodeEscapesPreprocessor.java,14,23,EX,ONE-SIDED SO code comes from Java's Properties class.
19856538_0_22_31.java,1,10,netbeans-6.9.1-201007282301/mobility.midpexamples/LocalizationDemo/src/l10ndemo/LocalizationSupport.java,190,199,EX,ONE-SIDED SO code comes from Java's Properties class.
19856538_0_22_31.java,1,10,netbeans-6.9.1-201007282301/properties/src/org/netbeans/modules/properties/UtilConvert.java,59,68,EX,author of answer says he copied from a java API class. Netbean's code is too old to be copied from stackoverflow and too similar to the java API class to be similar for chance
20895609_0_7_18.java,1,12,aoisrc281/ArtOfIllusion/src/artofillusion/math/SimplexNoise.java,17,28,EX,author of answer copied code from the original Perlin's implementation of the noise. Qualitas code copied from a paper that copied from the original Perlin's code
21734562_0_24_48.java,1,25,jboss-5/jboss-5.1.0.GA-src/tomcat/src/main/org/jboss/web/tomcat/security/jaspi/modules/HTTPBasicServerAuthModule.java,63,87,EX,SO copies code from tomcat. jboss copied tomcat code to is codebase
21734562_0_58_68.java,1,11,jboss-5/jboss-5.1.0.GA-src/tomcat/src/main/org/jboss/web/tomcat/security/jaspi/modules/HTTPBasicServerAuthModule.java,97,107,EX,SO copies code from tomcat. jboss copied tomcat code to is codebase
23586872_1_1_20.java,1,20,eclipse_SDK/eclipse_SDK-4.3/src/src/junitsrc/org/junit/Assert.java,33,52,EX,SO copies code from JUnit to assist reply. eclipse copied code from JUnit to its code base
25373489_0_26_35.java,1,10,weka-3-7-9/main/java/weka/gui/beans/KnowledgeFlowApp.java,1992,2001,EX,ONE-SIDED SO answer copied code from web. web code is example fron SUN (http://docs.oracle.com/javase/tutorial/displayCode.html?code=http://docs.oracle.com/javase/tutorial/uiswing/examples/components/TabComponentsDemoProject/src/components/ButtonTabComponent.java). no evidence where code in weka comes from
5266856_0_2_15.java,1,14,apache-tomcat-7.0.2/apache-tomcat-7.0.2-src/java/javax/servlet/http/HttpServlet.java,111,124,EX,SO posts code from original servlet implementation to assist in reply. tomcat copied this code to its code base
5266856_0_2_15.java,1,14,eclipse_SDK/eclipse_SDK-4.3/src/src/javax/servlet/http/HttpServlet.java,109,122,EX,SO posts code from original servlet implementation to assist in reply. tomcat copied this code to its code base
6236324_0_226_255.java,1,30,aoisrc281/ArtOfIllusion/src/artofillusion/image/MovieEncoder.java,152,181,EX,common code used to transform images to movie. original code from Sun.
9291241_1_1_11.java,1,11,eclipse_SDK/eclipse_SDK-4.3/src/src/libsrc/org/apache/tools/ant/taskdefs/Mkdir.java,19,29,EX,SO copies code from ant to assist in reply. eclipse copied ant to its code base
9549009_0_54_70.java,1,17,Vuze_4812_source/org/bouncycastle/crypto/generators/OpenSSLPBEParametersGenerator.java,39,55,EX,EX: SO answer says the the code is copied shamelessly from org.bouncycastle.crypto.generators.PKCS5S2ParametersGenerator. Even it's not this file but they are very similar and from the same project.
11092289_1_26_42.java,1,17,iReport-3/iReport-3.7.5-src/jasperserver-plugin/src/com/jaspersoft/ireport/jasperserver/ws/IReportSSLSocketFactory.java,49,71,UD,"cloned code. not evidence from where. code in qualitas older than stackoverflow answer, but code on SO snippet seems to be from a different system"
11319346_0_121_142.java,1,22,apache-jmeter-2.9/apache-jmeter-2.9/src/jorphan/org/apache/jorphan/gui/layout/VerticalLayout.java,88,109,UD,"clone of a whole class. Qualitas code seems old, but no evidence SO answer came directly from qualitas code."
11319346_0_143_179.java,1,37,apache-jmeter-2.9/apache-jmeter-2.9/src/jorphan/org/apache/jorphan/gui/layout/VerticalLayout.java,34,69,UD,"clone of a whole class. Qualitas code seems old, but no evidence SO answer came directly from qualitas code."
11741948_0_1_12.java,1,12,apache-log4j-1.2.16/apache-log4j-1.2.16/src/main/java/org/apache/log4j/lf5/util/StreamUtils.java,12,23,UD,cloned code without evidence of source
13302801_0_84_102.java,1,19,netbeans-6.9.1-201007282301/java.source/test/unit/data/jdk/JTable.java,1434,1450,UD,"cloned code, no evidence"
13311280_0_29_54.java,1,26,netbeans-6.9.1-201007282301/form/test/qa-functional/data/SampleDesktopApplication/src/sampledesktopapplication/SampleDesktopView.java,40,65,UD,An exactly similar (-1 line) 54-line clone. The comments are even similar to code in netbeans. It is also similar to the code in http://www.programcreek.com/java-api-examples/index.php?api=org.jdesktop.application.SingleFrameApplication and it says it's copied from open source project.
13311280_0_29_54.java,1,26,netbeans-6.9.1-201007282301/java.examples/MarsRoverViewer/src/marsroverviewer/MarsRoverViewerView.java,51,76,UD,"cloned code, no evidence"
13311280_0_29_54.java,1,26,netbeans-6.9.1-201007282301/swingapp/appshells/BasicShellApp/src/applicationpackage/ShellView.java,40,65,UD,"cloned code, no evidence"
17966859_0_6_18.java,1,13,iReport-3/iReport-3.7.5-src/ireport-designer/src/com/jaspersoft/ireport/designer/subreport/TableComboBoxRenderer.java,11,22,UD,"cloned code, no evidence"
18921519_0_72_85.java,1,14,apache-tomcat-7.0.2/apache-tomcat-7.0.2-src/test/org/apache/catalina/tribes/demos/MapDemo.java,339,352,UD,no evidence on stackoverflow or in the original source code from where the cloned method was originally implemented
21099738_0_2_30.java,1,29,jboss-5/jboss-5.1.0.GA-src/console/src/main/org/jboss/console/plugins/helpers/servlet/ServletHelper.java,3,31,UD,"cloned code, no evidence"
24330611_0_137_240.java,1,104,jung2-2_0_1/jung-samples-2.0.1/edu/uci/ics/jung/samples/TreeCollapseDemo.java,89,184,UD,"clones code, no evidence from where"
24330611_0_217_227.java,1,11,jung2-2_0_1/jung-samples-2.0.1/edu/uci/ics/jung/samples/TreeCollapseDemo.java,161,171,UD,"clones code, no evidence from where"
24330611_0_320_333.java,1,14,jung2-2_0_1/jung-samples-2.0.1/edu/uci/ics/jung/samples/TreeCollapseDemo.java,249,260,UD,"clones code, no evidence from where"
24330611_0_320_333.java,1,14,jung2-2_0_1/jung-samples-2.0.1/edu/uci/ics/jung/samples/VertexCollapseDemo.java,218,229,UD,"clones code, no evidence from where"
24680923_0_17_42.java,1,26,jstock-1.0.7c/jstock/src/org/yccheok/jstock/alert/GoogleMail.java,18,43,UD,"cloned code, no evidence"
25150803_0_35_50.java,1,16,jhotdraw-7.5.1/jhotdraw_7.5.1/Source/jhotdraw7/src/main/java/org/jhotdraw/gui/plaf/palette/PaletteListCellRenderer.java,19,34,UD,"cloned code, no evidence"
25150803_0_35_50.java,1,16,netbeans-6.9.1-201007282301/java.navigation/src/org/netbeans/modules/java/stackanalyzer/AnalyserCellRenderer.java,29,44,UD,"cloned code, no evidence"
25150803_0_35_50.java,1,16,netbeans-6.9.1-201007282301/spellchecker/src/org/netbeans/modules/spellchecker/options/CheckBoxRenderrer.java,22,37,UD,one method in answer exactly equal a method on netbeans but no evidence if the answer copied from netbeans of where this code is originally from
550172_0_39_68.java,1,30,jstock-1.0.7c/jstock/src/org/yccheok/jstock/gui/Utils.java,457,487,UD,"cloned code, no evidence"
550172_0_69_81.java,1,13,jhotdraw-7.5.1/jhotdraw_7.5.1/Source/jhotdraw7/src/main/java/org/jhotdraw/util/Images.java,81,93,UD,"cloned code, no evidence"
550172_0_69_81.java,1,13,jstock-1.0.7c/jstock/src/org/yccheok/jstock/gui/Utils.java,444,456,UD,cloned code but no evidence whether it came from
6535337_0_1_40.java,1,40,jhotdraw-7.5.1/jhotdraw_7.5.1/Source/jhotdraw7/src/main/java/org/jhotdraw/gui/VerticalGridLayout.java,130,178,UD,"cloned code, no evidence"
6951800_0_1_16.java,1,16,netbeans-6.9.1-201007282301/javahelp/src/org/netbeans/modules/javahelp/BrowserDisplayer.java,248,263,UD,"cloned code, no evidence"
7324159_1_28_92.java,1,65,eclipse_SDK/eclipse_SDK-4.3/src/src/org/eclipse/jdt/internal/ui/util/TableLayoutComposite.java,73,139,UD,"cloned code, no evidence"
7324159_1_28_92.java,1,65,eclipse_SDK/eclipse_SDK-4.3/src/src/org/eclipse/jface/viewers/TableLayout.java,68,137,UD,"cloned code, no evidence"
8416340_0_4_23.java,1,20,findbugs-1/findbugs-1.3.9/src/antTask/edu/umd/cs/findbugs/anttask/UnionBugs.java,65,81,UD,know code to copy file and folders. origin unknown
10135259_0_1_22.java,1,22,eclipse_SDK/eclipse_SDK-4.3/src/src/org/eclipse/help/internal/base/remote/HttpsUtility.java,17,37,UD,commonly reused snippet to connect to https and avoid certificates
10135259_0_1_22.java,1,22,eclipse_SDK/eclipse_SDK-4.3/src/src/org/eclipse/help/internal/base/remote/HttpsUtility.java,81,100,UD,commonly reused snippet to connect to https and avoid certificates
102737_0_1_12.java,1,12,cayenne-3/cayenne-3.0.1-src/framework/cayenne-modeler/src/main/java/org/apache/cayenne/swing/components/textpane/JCayenneTextPane.java,66,78,UD,Very similar clone (even the comment is the same to JCayenneTextPane.getLineNumber) but without any evidence of copying.
10376128_0_2_20.java,1,19,hibernate-release-4/hibernate-release-4.2.2.Final/project/hibernate-core/src/main/java/org/hibernate/internal/util/ConfigHelper.java,64,82,UD,cloned code. no evidence on source
10565927_0_1_18.java,1,18,hibernate-release-4/hibernate-release-4.2.2.Final/project/hibernate-core/src/main/java/org/hibernate/internal/util/ConfigHelper.java,64,82,UD,cloned code. no evidence on source
11092289_1_26_42.java,1,17,apache-jmeter-2.9/apache-jmeter-2.9/src/core/org/apache/jmeter/util/HttpSSLProtocolSocketFactory.java,78,102,UD,common snippet for a socket factory. no evidence on the original source
11092289_1_26_42.java,1,17,rssowl-2.0.5/org.rssowl.core/src/org/rssowl/core/internal/connection/EasySSLProtocolSocketFactory.java,35,50,UD,common snippet for a socket factory. no evidence on the original source
11202699_0_1_12.java,1,12,c-jdbc-2/c-jdbc-2.0.2-src/src/org/objectweb/cjdbc/common/util/FileManagement.java,4,15,UD,common snippet for recursevely delete dirs
11202699_0_1_12.java,1,12,db-derby-10/db-derby-10.6.1.0-src/java/testing/org/apache/derbyTesting/functionTests/tests/junitTests/compatibility/CompatibilityCombinations.java,813,824,UD,common snippet for recursevely delete dirs
11202699_0_1_12.java,1,12,heritrix-1/heritrix-1.14.4/src/java/org/archive/util/FileUtils.java,223,234,UD,common snippet for recursevely delete dirs
11202699_0_1_12.java,1,12,hsqldb-2/hsqldb-2.0.0/hsqldb/src/org/hsqldb/test/HsqldbTestCase.java,11,22,UD,common snippet for recursevely delete dirs
11202699_0_1_12.java,1,12,jstock-1.0.7c/jstock/src/org/yccheok/jstock/gui/Utils.java,501,515,UD,common snippet for recursevely delete dirs
11202699_0_1_12.java,1,12,jstock-1.0.7c/jstock/src/org/yccheok/jstock/gui/Utils.java,588,599,UD,common snippet for recursevely delete dirs
11371846_0_39_49.java,1,11,apache-tomcat-7.0.2/apache-tomcat-7.0.2-src/java/org/apache/catalina/util/CustomObjectInputStream.java,30,41,UD,"cloned code, no evidence on origins"
12316190_0_346_367.java,1,22,iReport-3/iReport-3.7.5-src/ireport-designer/src/com/jaspersoft/ireport/designer/utils/RoundGradientContext.java,20,45,UD,cloned code. no evidence on origin
12428601_0_1_12.java,1,12,c-jdbc-2/c-jdbc-2.0.2-src/src/org/objectweb/cjdbc/common/util/FileManagement.java,4,15,UD,common snippet for recursevely delete dirs
12428601_0_1_12.java,1,12,db-derby-10/db-derby-10.6.1.0-src/java/testing/org/apache/derbyTesting/functionTests/tests/junitTests/compatibility/CompatibilityCombinations.java,813,824,UD,common snippet for recursevely delete dirs
12428601_0_1_12.java,1,12,heritrix-1/heritrix-1.14.4/src/java/org/archive/util/FileUtils.java,223,234,UD,common snippet for recursevely delete dirs
12428601_0_1_12.java,1,12,hsqldb-2/hsqldb-2.0.0/hsqldb/src/org/hsqldb/test/HsqldbTestCase.java,11,22,UD,common snippet for recursevely delete dirs
12428601_0_1_12.java,1,12,jstock-1.0.7c/jstock/src/org/yccheok/jstock/gui/Utils.java,501,515,UD,common snippet for recursevely delete dirs
12428601_0_1_12.java,1,12,jstock-1.0.7c/jstock/src/org/yccheok/jstock/gui/Utils.java,588,599,UD,common snippet for recursevely delete dirs
12488529_1_80_106.java,1,27,jstock-1.0.7c/jstock/src/org/yccheok/jstock/gui/Utils.java,457,487,UD,SO answer copies code provided in question. it's a clone but no evidence on origins
12835370_0_1_12.java,1,12,c-jdbc-2/c-jdbc-2.0.2-src/src/org/objectweb/cjdbc/common/util/FileManagement.java,4,15,UD,common snippet for recursevely delete dirs
12835370_0_1_12.java,1,12,db-derby-10/db-derby-10.6.1.0-src/java/testing/org/apache/derbyTesting/functionTests/tests/junitTests/compatibility/CompatibilityCombinations.java,813,824,UD,common snippet for recursevely delete dirs
12835370_0_1_12.java,1,12,heritrix-1/heritrix-1.14.4/src/java/org/archive/util/FileUtils.java,223,234,UD,common snippet for recursevely delete dirs
12835370_0_1_12.java,1,12,hsqldb-2/hsqldb-2.0.0/hsqldb/src/org/hsqldb/test/HsqldbTestCase.java,11,22,UD,common snippet for recursevely delete dirs
12835370_0_1_12.java,1,12,jstock-1.0.7c/jstock/src/org/yccheok/jstock/gui/Utils.java,501,515,UD,common snippet for recursevely delete dirs
12835370_0_1_12.java,1,12,jstock-1.0.7c/jstock/src/org/yccheok/jstock/gui/Utils.java,588,599,UD,common snippet for recursevely delete dirs
12844115_0_128_138.java,1,11,apache-log4j-1.2.16/apache-log4j-1.2.16/src/main/java/org/apache/log4j/lf5/viewer/categoryexplorer/CategoryAbstractCellEditor.java,72,82,UD,cloned code. no evidence from where
12844115_0_128_138.java,1,11,apache-log4j-1.2.16/apache-log4j-1.2.16/src/main/java/org/apache/log4j/lf5/viewer/categoryexplorer/CategoryAbstractCellEditor.java,83,93,UD,cloned code. no evidence from where
12844115_0_128_138.java,1,11,freemind-src-0/freemind/freemind/modes/attributes/AttributeRegistry.java,109,119,UD,cloned code. no evidence from where
12844115_0_128_138.java,1,11,freemind-src-0/freemind/freemind/modes/attributes/AttributeRegistry.java,120,130,UD,cloned code. no evidence from where
12844115_0_128_138.java,1,11,jhotdraw-7.5.1/jhotdraw_7.5.1/Source/jhotdraw7/src/main/java/org/jhotdraw/draw/AbstractConstrainer.java,17,27,UD,cloned code. no evidence from where
12844115_0_128_138.java,1,11,jung2-2_0_1/jung-visualization-2.0.1/edu/uci/ics/jung/visualization/util/DefaultChangeEventSupport.java,21,31,UD,cloned code. no evidence from where
12844115_0_128_138.java,1,11,netbeans-6.9.1-201007282301/editor.lib/src/org/netbeans/editor/BaseCaret.java,510,520,UD,cloned code. no evidence from where
12844115_0_139_149.java,1,11,apache-log4j-1.2.16/apache-log4j-1.2.16/src/main/java/org/apache/log4j/lf5/viewer/categoryexplorer/CategoryAbstractCellEditor.java,72,82,UD,cloned code. no evidence from where
12844115_0_139_149.java,1,11,apache-log4j-1.2.16/apache-log4j-1.2.16/src/main/java/org/apache/log4j/lf5/viewer/categoryexplorer/CategoryAbstractCellEditor.java,83,93,UD,cloned code. no evidence from where
12844115_0_139_149.java,1,11,freemind-src-0/freemind/freemind/modes/attributes/AttributeRegistry.java,109,119,UD,cloned code. no evidence from where
12844115_0_139_149.java,1,11,freemind-src-0/freemind/freemind/modes/attributes/AttributeRegistry.java,120,130,UD,cloned code. no evidence from where
12844115_0_139_149.java,1,11,jhotdraw-7.5.1/jhotdraw_7.5.1/Source/jhotdraw7/src/main/java/org/jhotdraw/draw/AbstractConstrainer.java,17,27,UD,cloned code. no evidence from where
12844115_0_139_149.java,1,11,jung2-2_0_1/jung-visualization-2.0.1/edu/uci/ics/jung/visualization/util/DefaultChangeEventSupport.java,21,31,UD,cloned code. no evidence from where
12844115_0_139_149.java,1,11,netbeans-6.9.1-201007282301/editor.lib/src/org/netbeans/editor/BaseCaret.java,510,520,UD,cloned code. no evidence from where
13037771_0_70_89.java,1,20,netbeans-6.9.1-201007282301/cnd.remote/src/org/netbeans/modules/cnd/remote/sync/download/HostUpdatesRequestPanel.java,154,175,UD,cloned code. no evidence on source
13037771_1_102_122.java,1,21,netbeans-6.9.1-201007282301/cnd.remote/src/org/netbeans/modules/cnd/remote/sync/download/HostUpdatesRequestPanel.java,154,175,UD,cloned code. no evidence on source
13311280_0_29_54.java,1,26,netbeans-6.9.1-201007282301/java.examples/DocumentEditor/src/documenteditor/DocumentEditorView.java,53,78,UD,An actually exactly similar (-1 line) 54-line clone. The comments are even similar to code in netbeans. It is also similar to the code in http://www.programcreek.com/java-api-examples/index.php?api=org.jdesktop.application.SingleFrameApplication and it says it's copied from open source project.
13311280_0_29_54.java,1,26,netbeans-6.9.1-201007282301/swingapp/appshells/CRUDShellApp/src/applicationpackage/ShellView.java,52,77,UD,An actually exactly similar (-1 line) 54-line clone. The comments are even similar to code in netbeans. It is also similar to the code in http://www.programcreek.com/java-api-examples/index.php?api=org.jdesktop.application.SingleFrameApplication and it says it's copied from open source project.
13564498_0_1_24.java,1,24,spring-framework-3.0.5/spring-framework-3.0.5.RELEASE/projects/org.springframework.beans/src/main/java/org/springframework/beans/PropertyMatches.java,60,89,UD,similar but different implementation of string distance algorith. Line 5 - 12 of SO code are exactly the same as in Spring. They both calculates Levenshtein distance. No evidence of copying (Type-3 clones).
1390900_0_68_85.java,1,18,eclipse_SDK/eclipse_SDK-4.3/src/src/org/eclipse/jdt/internal/ui/wizards/NewElementWizard.java,38,54,UD,cloned code. no evidence on source
15437952_0_1_14.java,1,14,netbeans-6.9.1-201007282301/o.mozilla.rhino.patched/patched_files/org/mozilla/nb/javascript/ScriptRuntime.java,495,509,UD,cloned code. no evidence
16198305_0_7_16.java,1,10,netbeans-6.9.1-201007282301/java.source/test/unit/data/jdk/JTable.java,1630,1639,UD,cloned code. no evidence
16860613_0_166_188.java,1,23,eclipse_SDK/eclipse_SDK-4.3/src/src/org/eclipse/jface/viewers/StyledString.java,166,188,UD,"SO question deleted. cloned code, no evidence"
19053733_0_5_20.java,1,16,hadoop-1/hadoop-1.0.0/src/contrib/failmon/src/java/org/apache/hadoop/contrib/failmon/Anonymizer.java,70,85,UD,"common snippet to comput hex value, no evidence on origin"
20513679_0_103_112.java,1,10,iReport-3/iReport-3.7.5-src/jasperserver-plugin/src/com/jaspersoft/ireport/jasperserver/ws/IReportTrustManager.java,113,122,UD,"cloned code. no evidence. However, the code is identical to the code in InstallCert from Sun (see https://confluence.atlassian.com/download/attachments/180292346/InstallCert.java)."
23782959_0_1_23.java,1,23,eclipse_SDK/eclipse_SDK-4.3/src/src/org/eclipse/help/internal/base/remote/HttpsUtility.java,81,100,UD,commonly reused snippet to make https connection ignoring certificates
24963319_0_1_20.java,1,20,geotools-2/geotools-2.7-M3/modules/unsupported/process/src/main/java/org/geotools/process/ProgressTask.java,136,155,UD,cloned code. no evidence. The innerCancel() is from java/util/concurrent/FutureTask.java.
4770586_0_1_14.java,1,14,wct-package-v1.5.2/WCTSubmitToRosetta/src/main/java/nz/govt/natlib/ndha/common/FileUtils.java,23,38,UD,cloned code. no evidence on source
4770614_0_1_12.java,1,12,eclipse_SDK/eclipse_SDK-4.3/src/src/org/apache/http/impl/client/BasicResponseHandler.java,12,22,UD,cloned code. no evidence. It's very likely that the code is copied from org.apache.http.impl.client.BasicResponseHandler (see http://grepcode.com/file/repo1.maven.org/maven2/com.ning/metrics.action/0.2.1/org/apache/http/impl/client/BasicResponseHandler.java#BasicResponseHandler.handleResponse%28org.apache.http.HttpResponse%29).
5817648_0_1_19.java,1,19,eclipse_SDK/eclipse_SDK-4.3/src/src/org/eclipse/help/internal/webapp/utils/Utils.java,21,40,UD,"cloned code. SO says its copied from the Web. web does not mention original code, post in web is from 2016, class in qualitas is from 2011. no evidence on original code"
